attacked_text,attack_model_output,num_queries,improvement
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a well hypothesis and whopping actors. It's really, genuinely a disgrace.",tensor(0.9982),39,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actresses. It's really, genuinely a disgrace.",tensor(0.9983),42,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping players. It's really, genuinely a disgrace.",tensor(0.9981),42,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping protagonists. It's really, genuinely a disgrace.",tensor(0.9982),42,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's genuinely, genuinely a disgrace.",tensor(0.9979),45,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),45,True
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truthfully, genuinely a disgrace.",tensor(0.9975),45,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The serial had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),47,False
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The serials had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),47,False
"Some TV programs constants into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,True
"Some TV programs continual into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),60,True
"Some TV programs continued into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,False
"Some TV programs continues into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,False
"Some TV programs continuing into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,False
"Some TV programs continuous into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),60,False
"Some TV programs incessant into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9979),60,False
"Some TV programs nonstop into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),60,True
"Some TV programs ongoing into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,False
"Some TV programs persevere into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9981),60,False
"Some TV programs persist into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),60,False
"Some TV programs sustained into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),60,False
"Some TV programs uninterrupted into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9979),60,False
"Some TV programs nonstop into embarrassment (my darling 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),68,False
"Some TV programs nonstop into embarrassment (my darlings 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9982),68,False
"Some TV programs nonstop into embarrassment (my dear 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),68,True
"Some TV programs nonstop into embarrassment (my dearest 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),68,False
"Some TV programs nonstop into embarrassment (my dearie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9982),68,False
"Some TV programs nonstop into embarrassment (my honey 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),68,False
"Some TV programs nonstop into embarrassment (my sweetheart 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),68,False
"Some TV programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),68,True
"Some TELEVISION programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),71,False
"Some TELEVISIONS programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),71,False
"Some TVS programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),71,False
"Certain TV programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),72,True
"Certain TV programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, complained show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),75,False
"Certain TV programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, denounced show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),75,False
"Certain TV programs nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, regretted show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9983),75,False
"Certain TV agenda nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),83,True
"Certain TV agendas nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9984),83,False
"Certain TV curriculum nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),83,True
"Certain TV program nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),83,False
"Certain TV programme nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),83,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),83,True
"Certain TV programmes nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),83,False
"Certain TV programming nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),83,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Criminality Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Delinquency Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Felonies Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Felony Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Misdemeanor Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Misdemeanors Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Misdemeanour Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9985),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Offence Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Offences Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Offending Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Offense Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Offenses Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Transgression Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),97,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a admirer of Dennis Farina since 'Crimes Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),101,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a breather of Dennis Farina since 'Crimes Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),101,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a groupie of Dennis Farina since 'Crimes Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),101,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a ventilator of Dennis Farina since 'Crimes Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9986),101,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented demonstrate. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented demonstrating. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented display. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented displayed. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented displaying. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented displays. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exhibit. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exhibited. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exhibition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exhibitions. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented showing. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented showings. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented shows. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented spectacle. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),116,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arises to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),120,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),120,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' happens to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),120,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' occurs to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chance. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),120,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a chances. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a likelihood. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a luck. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a opportunities. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a opportunity. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a possibilities. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Buddy Faro' never had a probability. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),128,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another belated, lamented exposition. 'Buddy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),132,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another iate, lamented exposition. 'Buddy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9987),132,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another tard, lamented exposition. 'Buddy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),132,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another tardy, lamented exposition. 'Buddy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),132,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Boyfriend Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9989),146,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Brah Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Bro Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Chum Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Copulate Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Dawg Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Dude Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9989),146,True
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Fella Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Guy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
"Certain TV programmed nonstop into embarrassment (my sweetie 'X-Files' arrives to mind.) I've been a fan of Dennis Farina since 'Crimes Story,' another late, lamented exposition. 'Homeboy Faro' never had a possibility. The series had a good hypothesis and whopping actors. It's truly, genuinely a disgrace.",tensor(0.9988),146,False
